Concurso;Data Sorteio;1ª Dezena;2ª Dezena;3ª Dezena;4ª Dezena;5ª Dezena;6ª Dezena;Ganhadores_Sena;Rateio_Sena;Ganhadores_Quina;Rateio_Quina;Ganhadores_Quadra;Rateio_Quadra;Valor_Acumulado;Estimativa_Prêmio;Acumulado_Mega_da_Virada
1756;31/10/2015;6;13;14;28;35;45;0;0,00;134;26039,14;10310;483,47;30571964,48;39000000,00;62983495,49
1757;04/11/2015;13;25;28;37;43;56;0;0,00;311;11158,23;11196;442,78;36964453,62;44000000,00;63896708,23
1758;07/11/2015;6;11;16;23;36;42;0;0,00;230;21071,57;13800;501,70;45892144,25;55000000,00;65172092,63
1759;10/11/2015;2;14;21;22;51;60;0;0,00;70;50966,89;5957;855,57;73559490,68;80000000,00;66110956,27
1760;13/11/2015;10;24;25;36;47;48;0;0,00;206;34046,20;14689;682,09;86479127,04;110000000,00;67956618,62
1761;14/11/2015;9;10;36;50;53;55;0;0,00;176;55056,18;17821;776,76;104328919,97;130000000,00;70506589,05
1762;18/11/2015;26;32;42;45;55;59;0;0,00;219;63520,19;18595;1068,71;129954301,54;170000000,00;74167357,86
1763;21/11/2015;9;12;15;21;31;36;0;0,00;689;25269,18;43184;575,95;162026211,93;200000000,00;78749059,37
1764;25/11/2015;6;7;29;39;41;55;1;205329753,89;401;58622,54;33850;992,09;0,00;100000000,00;84935279,66
1765;28/11/2015;1;6;28;37;56;58;0;0,00;185;28048,25;9138;811,20;92385569,00;105000000,00;86300786,31
1766;02/12/2015;22;23;41;46;53;60;0;0,00;70;75974,54;7088;1071,87;102182286,21;110000000,00;87700317,35
1767;05/12/2015;16;26;35;39;44;45;0;0,00;84;65866,39;7608;1038,90;112374242,31;125000000,00;89156311,09
1768;09/12/2015;5;7;11;34;35;50;0;0,00;156;35476,07;12402;637,48;122568943,34;135000000,00;90612696,97
1769;12/12/2015;32;37;44;47;54;60;0;0,00;105;54460,29;7782;1049,73;164704569,73;175000000,00;92117520,71
1770;16/12/2015;11;26;27;30;34;41;0;0,00;110;55796,09;8861;989,49;176010619,85;187000000,00;93732670,74
1771;19/12/2015;2;20;27;28;32;38;0;0,00;123;51896,21;10330;882,75;187769207,55;195000000,00;95412469,00
1772;22/12/2015;12;19;27;39;41;45;2;98688974,76;244;21377,77;13112;568,30;0,00;3000000,00;96785146,44
1773;24/12/2015;15;30;39;41;45;59;0;0,00;36;55113,48;2312;1225,95;3654894,04;6000000,00;97307274,17
1774;26/12/2015;1;12;20;30;52;60;0;0,00;37;35035,75;2707;684,11;128027188,92;280000000,00;128027188,92
1775;31/12/2015;2;18;31;42;51;56;6;41088919,05;827;43913,49;62767;826,55;0,00;1500000,00;0,00
1776;02/01/2016;10;11;14;19;39;48;0;0,00;17;27190,70;1051;628,30;851498,25;2500000,00;121642,63
1777;06/01/2016;4;19;38;44;52;55;0;0,00;62;28129,17;3484;715,10;4064145,66;7500000,00;580592,28
1778;09/01/2016;4;10;38;40;45;48;0;0,00;37;56503,91;3457;863,93;7915332,73;12000000,00;1130761,88
1779;12/01/2016;12;25;30;39;56;57;0;0,00;30;44777,18;2162;887,61;16920630,96;19000000,00;1484265,96
1780;14/01/2016;6;20;22;31;33;34;0;0,00;30;70266,06;3095;972,98;20803755,49;24000000,00;2038998,04
1781;16/01/2016;1;8;22;49;52;53;2;12626122,54;54;44720,27;3941;875,37;0,00;3000000,00;2674496,57
1782;20/01/2016;6;18;34;47;52;57;0;0,00;110;13771,92;3430;630,94;2790624,67;6000000,00;3073157,25
1783;23/01/2016;4;6;16;18;21;38;0;0,00;67;29033,90;4886;568,75;6374019,75;10000000,00;3585070,85
1784;27/01/2016;4;15;26;30;54;55;0;0,00;32;60305,07;2896;951,93;21406847,55;25000000,00;4092903,00
1785;30/01/2016;5;11;27;41;42;54;0;0,00;91;29194,90;6410;592,09;26300833,65;30000000,00;4792043,88
1786;02/02/2016;2;6;8;21;25;34;0;0,00;76;22419,77;5065;480,58;29439600,20;33000000,00;5240439,12
1787;04/02/2016;1;5;13;25;26;29;2;17008680,52;167;14880,66;8897;399,02;0,00;3000000,00;5894404,97
1788;06/02/2016;3;13;42;45;56;59;0;0,00;41;35064,86;3508;585,46;2648319,80;3500000,00;6272736,38
1789;10/02/2016;6;25;43;57;58;59;0;0,00;16;55476,51;1574;805,61;14902458,79;18000000,00;6506321,70
1790;13/02/2016;11;13;26;27;28;50;0;0,00;72;34557,38;5672;626,67;19485858,98;24000000,00;7161093,17
1791;17/02/2016;12;18;46;50;53;55;0;0,00;36;71567,53;3703;993,95;24231916,09;30000000,00;7839101,36
1792;20/02/2016;2;16;17;18;41;47;0;0,00;85;34568,92;6593;636,68;29644681,07;35000000,00;8612353,52
1793;24/02/2016;13;14;22;54;56;58;1;35196529,96;80;37673,26;5158;834,72;0,00;3000000,00;9405474,81
1794;27/02/2016;1;5;34;37;40;60;1;2942618,04;64;24959,71;3568;639,58;0,00;18000000,00;9825848,83
1795;02/03/2016;30;42;47;50;55;58;0;0,00;48;45797,11;2549;1232,00;18655346,92;24000000,00;10404338,57
1796;05/03/2016;22;23;34;48;53;54;1;23818040,93;48;58387,61;4783;837,07;0,00;3000000,00;11141866,30
1797;08/03/2016;2;13;14;35;54;57;0;0,00;32;27759,94;2516;504,38;1636375,41;3500000,00;11375634,23
1798;10/03/2016;2;9;23;28;45;53;0;0,00;88;15418,93;4315;449,21;4135864,44;6600000,00;11732704,11
1799;12/03/2016;1;3;4;39;51;53;0;0,00;39;43908,54;3102;788,63;17663326,20;21000000,00;12183344,37
1800;16/03/2016;6;11;16;19;31;56;1;22054205,88;96;24829,38;5710;596,35;0,00;3000000,00;12810612,92
1801;19/03/2016;6;19;34;43;45;54;0;0,00;82;19244,71;3265;690,46;2906964,51;6500000,00;13225893,58
1802;23/03/2016;2;6;13;14;17;44;0;0,00;99;17256,89;6229;391,81;6054076,93;9000000,00;13675481,08
1803;26/03/2016;4;8;29;38;49;50;0;0,00;35;46830,05;2641;886,59;9073383,05;13000000,00;14106810,53
1804;30/03/2016;20;21;28;48;50;59;0;0,00;23;86611,40;2088;1362,93;23512820,15;28000000,00;14631037,41
1805;02/04/2016;17;22;27;31;49;57;0;0,00;53;52834,14;4693;852,39;28671099,98;34000000,00;15367934,54
1806;06/04/2016;11;20;35;42;55;58;0;0,00;86;37310,94;5047;908,24;34581937,55;40000000,00;16212339,92
1807;09/04/2016;1;15;16;22;25;43;0;0,00;94;41428,63;7609;731,14;41755631,70;50000000,00;17237153,39
1808;13/04/2016;2;14;20;25;41;45;0;0,00;141;31327,32;9208;685,29;49892491,27;60000000,00;18399561,91
1809;16/04/2016;9;12;23;24;46;54;0;0,00;188;26361,78;13704;516,63;81342042,56;90000000,00;19703776,29
1810;20/04/2016;1;10;25;43;50;56;1;92303225,84;266;22369,76;14324;593,44;0,00;2500000,00;21269659,63
1811;23/04/2016;5;17;32;35;37;57;0;0,00;82;17291,66;4309;470,08;2611949,97;6000000,00;21642795,35
1812;27/04/2016;20;23;32;34;37;45;0;0,00;43;39907,56;2976;823,74;5773048,72;10000000,00;22094380,90
1813;30/04/2016;9;11;13;15;19;51;0;0,00;209;10804,08;9346;345,15;9932617,01;14000000,00;22688604,95
1814;03/05/2016;9;11;27;46;51;53;0;0,00;51;30125,16;3473;631,97;27675011,61;31500000,00;23092916,26
1815;05/05/2016;8;11;25;39;41;60;3;10829320,16;84;31104,09;4553;819,78;0,00;3000000,00;23780480,40
1816;07/05/2016;5;10;12;22;28;46;0;0,00;112;14062,28;6085;369,75;2901270,13;6500000,00;24194947,58
1817;11/05/2016;1;4;26;39;47;55;0;0,00;49;37500,89;3620;725,15;6286219,10;10000000,00;24678511,74
1818;14/05/2016;2;6;10;15;53;56;0;0,00;98;23523,73;6394;515,06;10532870,63;16000000,00;25285176,26
1819;18/05/2016;17;18;26;30;33;37;0;0,00;30;80841,77;4092;846,68;27454572,98;33000000,00;25923400,72
1820;21/05/2016;3;19;23;27;40;45;0;0,00;182;17522,94;9333;488,15;33329366,70;40000000,00;26762656,99
1821;25/05/2016;19;22;31;36;52;53;2;19896531,79;84;41772,19;6145;815,73;0,00;2500000,00;27686042,28
1822;28/05/2016;1;22;26;43;50;53;0;0,00;23;61876,99;1885;1078,56;2621630,30;6000000,00;28060560,90
1823;01/06/2016;4;9;21;34;54;59;0;0,00;70;25579,78;4110;622,37;5920075,17;10000000,00;28531767,32
1824;04/06/2016;5;6;12;19;30;60;0;0,00;157;14170,67;8192;387,97;24071272,35;28500000,00;29117239,65
1825;07/06/2016;10;11;21;50;51;54;1;27333858,49;41;43198,01;3176;796,65;0,00;2200000,00;29583323,40
1826;09/06/2016;17;19;32;43;48;51;0;0,00;42;32630,91;2476;790,73;2524601,69;5000000,00;29943980,80
1827;11/06/2016;26;33;42;43;53;54;0;0,00;44;34950,81;2487;883,35;5357456,36;9000000,00;30348674,34
1828;15/06/2016;6;11;32;40;48;59;0;0,00;36;52197,16;2502;1072,91;8818952,53;13000000,00;30843173,81
1829;18/06/2016;7;13;24;30;32;53;0;0,00;103;21224,08;6254;499,35;22971302,58;27000000,00;31418458,03
1830;22/06/2016;3;7;29;37;54;60;1;27488182,36;100;24520,21;6640;527,54;0,00;2500000,00;32063726,57
1831;25/06/2016;15;27;28;32;48;55;1;2615804,34;71;20000,12;3168;640,33;0,00;2500000,00;32437412,92
1832;29/06/2016;14;34;46;47;56;57;0;0,00;31;41849,62;1786;1037,70;2389833,83;5500000,00;32778817,76
1833;02/07/2016;2;3;7;16;27;42;0;0,00;105;16702,91;6930;361,53;5620528,25;9000000,00;33240345,55
1834;06/07/2016;2;17;22;24;48;51;1;9144980,42;100;19132,74;5132;532,58;0,00;15000000,00;33743838,73
1835;09/07/2016;8;28;36;47;50;58;0;0,00;41;49808,69;3133;931,17;13993542,04;18000000,00;34281248,36
1836;12/07/2016;8;15;18;45;59;60;0;0,00;46;34131,37;2948;760,82;16885726,58;20000000,00;34694417,59
1837;14/07/2016;41;44;48;50;54;57;0;0,00;32;66740,59;2346;1300,51;20819909,09;25000000,00;35256443,67
1838;16/07/2016;5;8;24;30;57;59;1;25207139,21;115;20709,91;5293;642,80;0,00;2500000,00;35883190,85
1839;20/07/2016;7;22;28;32;56;58;0;0,00;30;46444,42;2933;678,64;13593147,19;18000000,00;36249857,37
1840;23/07/2016;15;17;33;41;47;48;0;0,00;59;38676,34;4879;668,14;17796654,66;22500000,00;36850358,45
1841;27/07/2016;3;6;13;38;49;51;0;0,00;81;31142,44;6170;584,05;22443433,51;27000000,00;37514184,01
1842;30/07/2016;16;18;22;24;34;43;1;27801637,78;100;29087,40;6722;618,17;0,00;2500000,00;38279641,78
1843;03/08/2016;8;26;28;33;41;54;1;2685394,05;51;28584,03;3046;683,70;0,00;2500000,00;38663269,52
1844;06/08/2016;3;4;37;39;48;50;0;0,00;21;73375,18;2121;1037,83;15241649,60;19000000,00;39068763,96
1845;09/08/2016;3;9;13;29;30;51;0;0,00;75;19728,10;4312;490,19;17967242,21;21000000,00;39458134,34
1846;11/08/2016;6;24;26;30;34;49;0;0,00;49;42962,92;3189;943,05;21845210,59;27000000,00;40012129,85
1847;13/08/2016;1;6;45;49;50;57;0;0,00;44;56494,85;3678;965,49;26424266,87;32000000,00;40666280,75
1848;17/08/2016;9;40;41;50;55;58;0;0,00;46;61215,95;3330;1208,03;31611512,99;38000000,00;41407315,92
1849;20/08/2016;3;5;11;27;35;44;0;0,00;194;16355,46;11341;399,68;51420014,28;58000000,00;42242304,77
1850;24/08/2016;23;24;32;38;40;41;1;58632725,66;81;48339,16;5935;942,46;0,00;2500000,00;43272692,12
1851;27/08/2016;8;18;21;22;35;37;0;0,00;40;37468,65;3146;680,56;2760847,66;5100000,00;43667098,94
1852;31/08/2016;13;17;29;45;49;50;0;0,00;83;19320,44;4187;547,13;5714840,70;10000000,00;44089097,96
1853;03/09/2016;1;2;34;39;41;45;1;9543014,95;28;74219,70;2780;1067,90;0,00;3000000,00;44635980,02
1854;08/09/2016;25;30;31;34;43;59;0;0,00;18;70893,89;1548;1177,63;14360440,78;17000000,00;44971793,18
1855;10/09/2016;6;10;15;24;38;39;0;0,00;55;33818,44;4074;652,22;17786782,63;22000000,00;45461270,60
1856;14/09/2016;2;9;14;22;32;37;0;0,00;122;20190,03;7199;488,79;22324226,34;28000000,00;46109476,86
1857;17/09/2016;13;23;25;35;52;53;0;0,00;198;14706,29;5600;742,81;27688151,39;32000000,00;46875751,88
1858;20/09/2016;22;28;30;33;55;59;0;0,00;53;38788,97;3799;773,06;31475179,58;36000000,00;47416755,92
1859;22/09/2016;1;13;14;21;26;51;0;0,00;88;32842,30;6049;682,55;50903383,91;57000000,00;48177314,58
1860;24/09/2016;10;30;36;40;44;60;1;57628178,83;109;33491,77;11392;457,79;0,00;2500000,00;49137999,58
1861;28/09/2016;2;4;9;35;45;60;0;0,00;41;33009,81;3181;607,80;2493108,83;5500000,00;49494157,99
1862;01/10/2016;2;8;35;42;49;56;2;2915182,12;99;18299,52;4549;568,93;0,00;3000000,00;49970908,78
1863;05/10/2016;16;23;45;56;58;59;0;0,00;31;45038,97;2542;784,65;2571962,18;5500000,00;50338331,96
1864;08/10/2016;4;5;14;37;40;60;0;0,00;43;44370,39;3530;772,12;17804218,79;22000000,00;50840417,97
1865;13/10/2016;1;5;31;32;37;42;0;0,00;38;65074,31;3936;897,51;22359420,30;27000000,00;51491161,05
1866;15/10/2016;14;17;36;38;44;60;0;0,00;129;20175,94;6185;601,15;27153861,24;33000000,00;52176081,21
1867;18/10/2016;3;10;17;21;22;43;0;0,00;96;21908,52;6158;487,91;31028209,82;35000000,00;52729559,60
1868;20/10/2016;1;5;23;25;28;31;0;0,00;181;14723,32;7846;485,21;35937274,74;42000000,00;53430854,59
1869;22/10/2016;11;23;24;26;40;52;0;0,00;66;49705,43;4827;970,89;57176870,77;64000000,00;54294159,45
1870;26/10/2016;18;20;30;32;33;40;0;0,00;98;48674,10;7040;967,95;65963826,04;75000000,00;55549438,80
1871;29/10/2016;3;11;17;33;52;58;1;76548193,31;275;20893,81;15560;527,52;0,00;2500000,00;57061491,27
1872;03/11/2016;11;13;25;39;46;56;0;0,00;25;55160,14;2790;706,09;2540269,69;5000000,00;57424386,96
1873;05/11/2016;5;25;28;41;53;54;0;0,00;27;61995,05;3152;758,64;5623707,57;9000000,00;57864878,10
1874;08/11/2016;10;28;37;43;44;47;0;0,00;16;85109,69;1933;1006,39;25420134,55;29000000,00;58223234,72
1875;10/11/2016;1;45;47;52;53;55;1;29697112,87;45;51595,30;2828;1172,85;0,00;2500000,00;58834231,63
1876;12/11/2016;7;18;39;41;44;51;0;0,00;23;62070,94;2308;883,65;2629847,55;5800000,00;59209924,16
1877;16/11/2016;13;16;23;24;32;35;0;0,00;90;15617,00;4306;466,30;5218982,82;8400000,00;59579800,64
1878;19/11/2016;12;16;26;40;56;57;0;0,00;36;58126,73;2981;1002,80;9073702,73;13400000,00;60130474,92
1879;23/11/2016;5;10;20;57;58;59;1;12957556,93;103;20469,69;4610;653,35;0,00;15000000,00;60685311,25
1880;26/11/2016;5;16;19;37;51;56;0;0,00;65;33082,62;5045;608,91;14794344,48;20000000,00;61251198,12
1881;30/11/2016;3;10;30;44;53;56;1;18918141,78;44;50878,02;4024;794,74;0,00;3000000,00;61840312,04
1882;03/12/2016;9;10;19;35;37;41;0;0,00;25;64051,30;3054;749,03;2949730,90;6000000,00;62261702,19
1883;07/12/2016;16;27;28;47;59;60;0;0,00;30;56930,77;2896;842,50;6095905,09;9600000,00;62711155,64
1884;10/12/2016;1;4;23;32;38;59;0;0,00;47;43216,38;3839;755,84;21103130,14;25000000,00;63245674,06
1885;14/12/2016;7;14;18;23;32;59;0;0,00;88;27665,59;6170;563,68;25587867,65;33000000,00;63886350,87
1886;17/12/2016;3;7;15;40;45;54;0;0,00;72;39561,62;6962;584,48;30834987,47;36000000,00;64635939,43
1887;20/12/2016;11;23;34;41;46;56;0;0,00;54;40268,09;3496;888,55;34840603,05;40000000,00;65208170,24
1888;22/12/2016;1;10;17;18;45;48;2;20091578,77;113;25665,88;7195;575,84;0,00;3000000,00;65971392,33
1889;24/12/2016;16;23;25;28;30;44;0;0,00;49;28397,25;3138;633,46;82505122,23;225000000,00;82505122,23
1890;31/12/2016;5;11;22;24;51;53;6;36824758,22;1665;25481,21;124889;485,30;0,00;2500000,00;0,00
1891;04/01/2017;1;3;19;23;47;58;0;0,00;46;26153,43;3488;492,73;2216159,14;4500000,00;316594,18
1892;07/01/2017;6;17;22;30;37;50;0;0,00;31;52421,85;2623;885,07;5209722,53;8000000,00;744246,11
1893;11/01/2017;16;17;19;28;45;58;0;0,00;44;37826,41;3162;751,94;8275652,39;11000000,00;1182236,10
1894;14/01/2017;21;31;35;53;54;57;0;0,00;37;56148,15;2761;1074,91;19709935,80;25000000,00;1728941,80
1895;18/01/2017;2;3;5;10;15;34;0;0,00;175;13303,72;10199;326,10;23998634,45;28000000,00;2341613,05
1896;21/01/2017;3;6;14;15;21;25;1;28783383,17;133;19529,58;7692;482,40;0,00;2500000,00;3025148,59
1897;25/01/2017;9;22;25;47;52;58;0;0,00;46;28168,68;2873;644,30;2386925,50;5000000,00;3366137,96
1898;28/01/2017;12;34;45;53;55;58;0;0,00;32;51269,12;2722;861,03;5409105,01;9000000,00;3797877,91
1899;01/02/2017;20;23;35;36;44;48;0;0,00;39;45462,41;3023;837,87;19831525,03;24000000,00;4264465,77
1900;04/02/2017;8;11;27;28;43;46;0;0,00;87;29411,18;5573;655,91;24545054,40;30000000,00;4937827,12
1901;08/02/2017;11;12;26;30;37;53;0;0,00;60;46078,62;4645;850,28;29637954,24;35000000,00;5665384,27
1902;11/02/2017;2;7;9;18;21;25;3;11813566,31;367;8583,27;13764;326,94;0,00;3000000,00;6494347,82
1903;15/02/2017;9;10;15;28;43;45;0;0,00;41;33533,69;3205;612,82;2532676,20;5000000,00;6856158,71
1904;18/02/2017;12;15;18;21;51;56;0;0,00;82;20742,50;4003;607,00;19038780,05;22000000,00;7303760,06
1905;21/02/2017;29;35;43;54;56;57;0;0,00;22;70438,67;2351;941,63;21893399,68;25000000,00;7711562,87
1906;23/02/2017;6;27;33;39;40;60;0;0,00;54;38424,36;3833;773,32;25715612,29;30000000,00;8257593,26
1907;25/02/2017;3;25;35;38;44;48;0;0,00;55;42855,91;4353;773,54;30057592,56;35000000,00;8877876,17
1908;01/03/2017;4;10;13;23;27;57;0;0,00;95;17555,12;5839;408,02;33129739,06;38000000,00;9316754,26
1909;04/03/2017;11;40;43;45;47;57;0;0,00;27;122896,60;4423;1071,73;51941537,67;58000000,00;10189966,95
1910;08/03/2017;6;9;15;22;39;48;1;59741202,88;219;19333,81;10816;559,23;0,00;3000000,00;11304204,85
1911;11/03/2017;16;18;23;30;32;33;0;0,00;42;36634,43;2817;780,28;2834348,24;6000000,00;11709111,76
1912;15/03/2017;10;13;33;35;36;42;1;5848882,96;43;38057,25;4556;513,12;0,00;3000000,00;12139759,59
1913;18/03/2017;4;14;17;43;52;56;0;0,00;43;35274,91;2960;732,05;2794143,74;6000000,00;12538922,98
1914;22/03/2017;16;29;33;39;42;44;1;5805678,69;27;60549,38;2403;971,90;0,00;16000000,00;12969142,27
1915;25/03/2017;2;20;21;33;48;57;0;0,00;39;53170,03;3429;863,90;16048217,78;20000000,00;13514834,66
1916;29/03/2017;3;9;18;23;50;52;0;0,00;100;23094,50;5478;602,26;20302466,15;25000000,00;14122584,45
1917;01/04/2017;4;21;25;33;36;46;0;0,00;70;38222,98;5412;706,26;25231218,49;30000000,00;14826691,93
1918;05/04/2017;16;17;20;22;38;50;0;0,00;67;44701,88;5269;812,03;30748371,01;36000000,00;15614856,60
1919;08/04/2017;11;28;37;45;54;60;0;0,00;67;50218,80;5858;820,52;52483493,14;59000000,00;16500293,42
1920;12/04/2017;25;31;33;39;43;45;0;0,00;90;45091,85;6586;880,27;59959246,30;65000000,00;17568258,17
1921;15/04/2017;10;15;16;19;28;35;0;0,00;127;30856,70;9277;603,45;67178091,05;75000000,00;18599521,71
1922;19/04/2017;20;22;36;38;41;43;0;0,00;124;43174,39;8817;867,41;77040029,99;88000000,00;20008370,14
1923;22/04/2017;9;34;42;45;46;59;0;0,00;110;50376,11;9351;846,56;87247820,27;97000000,00;21466625,91
1924;26/04/2017;12;16;30;52;53;58;1;101484527,44;188;41109,03;11382;970,01;0,00;35000000,00;23500441,23
1925;29/04/2017;1;17;38;43;45;47;0;0,00;50;53604,54;5258;728,20;35737910,39;40000000,00;24205764,14
1926;03/05/2017;2;3;14;20;30;46;1;41318205,91;95;31887,41;6741;641,97;0,00;3000000,00;25002949,22
1927;06/05/2017;5;11;13;19;30;31;1;3343108,90;140;12963,07;7385;351,06;0,00;2500000,00;25480536,22
1928;09/05/2017;10;26;28;51;53;59;0;0,00;28;31886,89;1630;782,50;1644692,28;3500000,00;25715492,26
1929;11/05/2017;3;10;23;36;43;52;0;0,00;45;29973,67;3225;597,48;15437361,69;18000000,00;26070443,60
1930;13/05/2017;4;17;18;37;52;56;0;0,00;50;41471,66;4712;628,66;19257119,83;24000000,00;26616123,36
1931;17/05/2017;2;8;9;15;22;34;0;0,00;131;19252,27;8918;404,00;23902997,26;30000000,00;27279820,15
1932;20/05/2017;10;16;21;29;44;55;0;0,00;72;38379,16;5449;724,45;28993285,02;34000000,00;28007004,13
1933;24/05/2017;2;14;15;19;35;59;0;0,00;86;32514,14;6417;622,50;34144209,63;40000000,00;28742850,52
1934;27/05/2017;8;23;35;39;56;59;0;0,00;105;30987,58;6699;693,85;55663885,26;65000000,00;29599086,10
1935;31/05/2017;1;3;10;17;23;24;3;20928347,70;497;7778,22;18964;291,21;0,00;3000000,00;30616394,37
1936;03/06/2017;3;12;24;40;51;52;0;0,00;43;38440,62;2686;879,13;3044902,03;6500000,00;31051380,39
1937;07/06/2017;6;10;24;29;43;55;1;6310224,41;71;24966,25;4055;624,48;0,00;3000000,00;31517855,04
1938;10/06/2017;10;16;32;40;42;54;0;0,00;24;65892,57;2220;1017,64;2913145,10;6500000,00;31934018,64
1939;14/06/2017;7;24;29;39;45;52;0;0,00;59;28676,64;3620;667,68;18262613,14;21000000,00;32379261,21
1940;17/06/2017;9;13;16;17;36;47;0;0,00;95;22002,44;6468;461,66;22113040,42;26700000,00;32929322,27
1941;21/06/2017;1;9;24;38;48;49;1;26572503,56;63;38426,22;4313;801,84;0,00;3000000,00;33566388,45
1942;24/06/2017;6;18;20;24;43;48;0;0,00;56;24941,71;4126;483,60;2572934,23;6000000,00;33933950,50
1943;28/06/2017;9;11;12;30;39;43;0;0,00;23;66077,13;2870;756,48;5372518,09;8000000,00;34333891,06
1944;01/07/2017;8;9;39;47;57;59;0;0,00;41;46673,04;2879;949,53;19713673,80;23000000,00;34837468,68
1945;04/07/2017;4;8;10;21;45;54;0;0,00;50;30735,95;4258;515,59;22544615,97;26000000,00;35241888,99
1946;06/07/2017;4;6;39;44;52;60;0;0,00;40;56855,82;3729;871,25;26733992,14;32000000,00;35840371,31
1947;08/07/2017;8;33;40;52;55;59;0;0,00;63;41438,63;4250;877,52;31543054,69;36000000,00;36527380,26
1948;12/07/2017;12;20;24;28;33;57;0;0,00;100;31746,05;7199;629,96;37391010,97;45000000,00;37362802,61
1949;15/07/2017;1;6;14;22;30;56;0;0,00;130;29304,32;8455;643,67;59931164,62;68000000,00;38365318,81
1950;19/07/2017;10;21;32;34;48;57;0;0,00;88;52163,05;7215;908,88;68387070,06;78000000,00;39573305,31
1951;22/07/2017;14;16;19;21;33;55;0;0,00;209;26220,25;13551;577,71;78481864,51;90000000,00;41015418,83
1952;26/07/2017;9;21;36;38;52;53;0;0,00;180;39521,60;13017;780,72;91586393,30;105000000,00;42887494,39
1953;29/07/2017;9;26;29;42;43;45;1;107956102,12;237;37495,41;16988;747,28;0,00;3000000,00;45226024,24
1954;02/08/2017;9;25;33;35;40;49;0;0,00;32;48479,76;2483;892,55;34841160,62;40000000,00;45634274,87
1955;05/08/2017;15;27;33;36;41;45;0;0,00;147;22299,78;7391;633,60;40879706,35;46000000,00;46496924,27
1956;08/08/2017;5;8;20;28;40;45;0;0,00;74;32189,04;5000;680,56;45267579,56;50000000,00;47123763,31
1957;10/08/2017;2;14;22;23;29;47;1;51557331,87;98;34841,20;8329;585,63;0,00;2500000,00;48022299,37
1958;12/08/2017;15;20;22;24;34;55;0;0,00;32;52452,50;2670;898,06;3091936,52;7000000,00;48464004,61
1959;16/08/2017;8;21;27;35;43;56;0;0,00;94;19568,67;4639;566,45;21061112,37;26000000,00;48948071,75
1960;19/08/2017;1;18;25;37;39;43;0;0,00;116;24043,13;6655;598,69;26198748,72;32000000,00;49682019,83
1961;23/08/2017;17;25;26;30;32;50;0;0,00;55;52327,94;4505;912,64;31500395,41;37000000,00;50439397,94
1962;26/08/2017;5;6;15;25;39;53;0;0,00;86;37850,84;6431;723,09;37496765,04;44000000,00;51296022,19
1963;30/08/2017;4;5;7;34;42;60;0;0,00;80;41892,88;6686;716,08;43670452,21;50000000,00;52177977,51
1964;02/09/2017;2;27;32;36;48;50;0;0,00;119;32635,32;7880;704,06;69532846,39;77000000,00;53199978,32
1965;06/09/2017;26;28;35;38;48;55;1;78022245,31;98;47025,82;6377;1032,40;0,00;2500000,00;54412749,61
1966;09/09/2017;10;13;19;32;40;60;0;0,00;29;47097,01;2758;707,45;2515971,84;5500000,00;54772174,17
1967;13/09/2017;13;30;32;39;46;54;0;0,00;43;40787,97;3175;789,14;5746808,26;10000000,00;55233722,23
1968;16/09/2017;35;36;39;44;48;52;0;0,00;48;46060,89;3782;835,12;9819560,22;13400000,00;55815543,95
1969;19/09/2017;8;20;30;32;48;59;0;0,00;20;73292,36;1999;1047,55;25725590,06;30000000,00;56201293,19
1970;21/09/2017;5;10;18;24;39;52;0;0,00;87;25762,24;6153;520,37;29854328,64;35000000,00;56791113,01
1971;23/09/2017;4;10;41;44;52;54;0;0,00;39;67779,73;4001;943,83;34723767,08;40000000,00;57486747,09
1972;27/09/2017;9;16;20;54;57;59;0;0,00;85;36786,15;5317;840,11;40483704,13;47000000,00;58309595,26
1973;30/09/2017;1;12;16;17;52;60;0;0,00;110;32691,06;7294;704,30;47107945,05;55000000,00;59255915,41
1974;04/10/2017;4;19;27;38;54;57;1;54268048,74;141;27566,76;8994;617,38;0,00;22000000,00;60278787,38
1975;07/10/2017;8;11;24;26;47;57;1;22575348,57;76;33102,68;5845;614,88;0,00;3000000,00;60940840,90
1976;11/10/2017;12;14;19;25;52;59;0;0,00;62;24797,36;3551;618,51;2832119,78;6000000,00;61345429,46
1977;14/10/2017;3;16;28;32;34;37;1;5889546,54;91;18238,97;4723;502,02;0,00;2500000,00;61782204,72
1978;17/10/2017;2;6;22;44;55;57;0;0,00;29;30492,05;2089;604,71;1628917,22;4000000,00;62014907,20
1979;19/10/2017;22;23;29;32;38;45;1;3951513,94;32;39401,20;2677;672,84;0,00;11500000,00;62346706,73
1980;21/10/2017;12;16;17;18;34;37;0;0,00;77;22167,05;4689;520,02;12243066,43;16000000,00;62795881,26
1981;25/10/2017;6;15;19;37;39;53;0;0,00;85;24999,36;5215;582,09;16157440,72;20000000,00;63355077,59
1982;28/10/2017;4;14;20;24;46;50;1;20777195,15;45;55730,37;4144;864,54;0,00;2500000,00;64015042,52
1983;01/11/2017;5;6;10;14;22;36;1;2598401,89;73;19322,76;4884;412,58;0,00;2000000,00;64386242,81
1984;04/11/2017;21;29;32;35;43;50;0;0,00;13;104873,13;1743;1117,40;13064010,38;16000000,00;64745019,31
1985;07/11/2017;9;28;29;34;36;55;0;0,00;36;38578,22;2503;792,65;15622354,96;19000000,00;65110497,11
